# BUSCO version is: 5.7.1 
# The lineage dataset is: eukaryota_odb10 (Creation date: 2024-01-08, number of genomes: 70, number of BUSCOs: 255)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
383503at2759	Complete	Scaffold0232	702353	756730	+	318.3	317	https://v10-1.orthodb.org/?query=383503at2759	Splicing factor 3A subunit 3
388820at2759	Complete	Scaffold0072	22225	74940	+	618.7	593	https://v10-1.orthodb.org/?query=388820at2759	WD40 repeat
390348at2759	Complete	Scaffold0045	697043	722411	+	1192.1	737	https://v10-1.orthodb.org/?query=390348at2759	Pyridoxal phosphate-dependent transferase
392369at2759	Complete	Scaffold0157	521615	543925	+	386.1	344	https://v10-1.orthodb.org/?query=392369at2759	GMP synthase, C-terminal
396755at2759	Missing
418107at2759	Duplicated	Scaffold0173	525	10787	+	354.7	297	https://v10-1.orthodb.org/?query=418107at2759	WD40-repeat-containing domain
418107at2759	Duplicated	Scaffold1178	2238	13177	+	354.6	297	https://v10-1.orthodb.org/?query=418107at2759	WD40-repeat-containing domain
426305at2759	Complete	Scaffold0182	596302	525242	-	563.4	477	https://v10-1.orthodb.org/?query=426305at2759	Sda1
450058at2759	Complete	Scaffold0283	569841	563273	-	245.4	281	https://v10-1.orthodb.org/?query=450058at2759	Reduced growth phenotype protein 1
453044at2759	Complete	Scaffold0008	2403905	2359480	-	358.9	293	https://v10-1.orthodb.org/?query=453044at2759	Zinc finger, ZPR1-type
457861at2759	Complete	Scaffold0130	601733	591506	-	104.0	139	https://v10-1.orthodb.org/?query=457861at2759	Autophagy protein 5
464990at2759	Missing
491869at2759	Complete	Scaffold0006	1515343	1526180	+	268.0	253	https://v10-1.orthodb.org/?query=491869at2759	Protein arginine methyltransferase NDUFAF7
513979at2759	Complete	Scaffold0278	345717	303404	-	170.3	212	https://v10-1.orthodb.org/?query=513979at2759	DNA polymerase alpha subunit B
543764at2759	Complete	Scaffold0334	477352	467314	-	224.1	231	https://v10-1.orthodb.org/?query=543764at2759	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6
549762at2759	Complete	Scaffold0532	104960	180046	+	529.8	401	https://v10-1.orthodb.org/?query=549762at2759	Ubiquitin-like modifier-activating enzyme Atg7
551907at2759	Complete	Scaffold0067	866961	896671	+	352.0	324	https://v10-1.orthodb.org/?query=551907at2759	CCAAT-binding factor
570797at2759	Complete	Scaffold0065	1182474	1165381	-	587.7	494	https://v10-1.orthodb.org/?query=570797at2759	Winged helix-like DNA-binding domain superfamily
582756at2759	Missing
598949at2759	Complete	Scaffold0077	1071605	1040355	-	476.0	383	https://v10-1.orthodb.org/?query=598949at2759	AP-3 complex subunit delta
604979at2759	Complete	Scaffold0242	474883	441029	-	462.7	291	https://v10-1.orthodb.org/?query=604979at2759	WD40-repeat-containing domain
621827at2759	Complete	Scaffold0017	656142	764212	+	311.4	298	https://v10-1.orthodb.org/?query=621827at2759	WD40-repeat-containing domain
625387at2759	Missing
655400at2759	Complete	Scaffold0023	1232274	1243512	+	297.2	288	https://v10-1.orthodb.org/?query=655400at2759	Ubiquinone biosynthesis monooxygenase COQ6
664730at2759	Complete	Scaffold0287	486329	516293	+	642.7	348	https://v10-1.orthodb.org/?query=664730at2759	Pyridoxal phosphate-dependent transferase
671536at2759	Complete	Scaffold0357	144890	125407	-	517.6	362	https://v10-1.orthodb.org/?query=671536at2759	Tetratricopeptide repeat
671846at2759	Complete	Scaffold0061	823328	792165	-	299.0	423	https://v10-1.orthodb.org/?query=671846at2759	Nuclear pore protein 84/107
673132at2759	Missing
674160at2759	Complete	Scaffold0372	153588	109307	-	829.3	1004	https://v10-1.orthodb.org/?query=674160at2759	Armadillo-type fold
674169at2759	Missing
679187at2759	Complete	Scaffold0311	374267	405641	+	465.0	421	https://v10-1.orthodb.org/?query=679187at2759	Gamma-tubulin complex component
679771at2759	Complete	Scaffold0256	527638	536393	+	112.5	170	https://v10-1.orthodb.org/?query=679771at2759	Eukaryotic translation initiation factor 3 subunit M
687505at2759	Complete	Scaffold0047	1138060	1121227	-	210.3	210	https://v10-1.orthodb.org/?query=687505at2759	DnaJ domain
692986at2759	Complete	Scaffold0248	597078	580278	-	354.5	384	https://v10-1.orthodb.org/?query=692986at2759	Conserved oligomeric Golgi complex, subunit 3
708105at2759	Complete	Scaffold0031	1718233	1706471	-	130.9	206	https://v10-1.orthodb.org/?query=708105at2759	Histone acetyltransferase type B catalytic subunit
719531at2759	Complete	Scaffold0210	139990	126471	-	431.0	283	https://v10-1.orthodb.org/?query=719531at2759	PIGA, GPI anchor biosynthesis
720340at2759	Complete	Scaffold0598	206001	232856	+	192.3	218	https://v10-1.orthodb.org/?query=720340at2759	Cell division control protein 73, C-terminal
721605at2759	Duplicated	Scaffold1203	65513	23630	-	315.6	244	https://v10-1.orthodb.org/?query=721605at2759	NAD(P)-binding domain
721605at2759	Duplicated	Scaffold0051	1534330	1527508	-	325.0	242	https://v10-1.orthodb.org/?query=721605at2759	NAD(P)-binding domain
722805at2759	Complete	Scaffold1289	43723	68105	+	380.8	356	https://v10-1.orthodb.org/?query=722805at2759	WD40/YVTN repeat-like-containing domain superfamily
734341at2759	Complete	Scaffold0027	838376	845672	+	127.0	154	https://v10-1.orthodb.org/?query=734341at2759	ATP12, ATP synthase F1-assembly protein
734666at2759	Complete	Scaffold0300	423552	406399	-	509.7	371	https://v10-1.orthodb.org/?query=734666at2759	60S ribosomal export protein NMD3
736068at2759	Complete	Scaffold0011	705092	714683	+	249.7	285	https://v10-1.orthodb.org/?query=736068at2759	DNA polymerase alpha/delta/epsilon, subunit B
751335at2759	Duplicated	Scaffold0274	357964	383322	+	270.7	295	https://v10-1.orthodb.org/?query=751335at2759	ATPase, V1 complex, subunit H
751335at2759	Duplicated	Scaffold1277	70749	58856	-	255.3	263	https://v10-1.orthodb.org/?query=751335at2759	ATPase, V1 complex, subunit H
759498at2759	Missing
761109at2759	Missing
768809at2759	Complete	Scaffold0463	222394	230922	+	301.3	225	https://v10-1.orthodb.org/?query=768809at2759	Zinc finger C2H2-type
774318at2759	Complete	Scaffold0090	324129	354919	+	350.7	271	https://v10-1.orthodb.org/?query=774318at2759	Dol-P-Man
777920at2759	Complete	Scaffold0489	119958	155231	+	431.9	334	https://v10-1.orthodb.org/?query=777920at2759	Pescadillo
779909at2759	Complete	Scaffold0027	1339662	1327892	-	279.4	225	https://v10-1.orthodb.org/?query=779909at2759	WD40 repeat
801857at2759	Complete	Scaffold0125	440833	434999	-	252.5	216	https://v10-1.orthodb.org/?query=801857at2759	tRNA-dihydrouridine synthase
814241at2759	Complete	Scaffold0005	2585595	2567780	-	263.4	278	https://v10-1.orthodb.org/?query=814241at2759	Clp1, N-terminal beta-sandwich domain
817008at2759	Duplicated	Scaffold0252	591118	609605	+	496.9	297	https://v10-1.orthodb.org/?query=817008at2759	Aminoacyl-tRNA synthetase, class Ic
817008at2759	Duplicated	Scaffold0102	399067	420278	+	488.8	297	https://v10-1.orthodb.org/?query=817008at2759	Aminoacyl-tRNA synthetase, class Ic
834694at2759	Complete	Scaffold0030	687061	662291	-	446.5	331	https://v10-1.orthodb.org/?query=834694at2759	Mre11, DNA-binding
836599at2759	Complete	Scaffold0868	156008	140987	-	427.7	314	https://v10-1.orthodb.org/?query=836599at2759	26S proteasome non-ATPase regulatory subunit 3
844748at2759	Complete	Scaffold0462	188579	175365	-	276.8	341	https://v10-1.orthodb.org/?query=844748at2759	Bacterial surface antigen (D15)
855834at2759	Complete	Scaffold0011	701277	661554	-	262.1	310	https://v10-1.orthodb.org/?query=855834at2759	RNA polymerase I specific transcription initiation factor RRN3
858842at2759	Missing
865202at2759	Complete	Scaffold0143	394702	379621	-	217.6	180	https://v10-1.orthodb.org/?query=865202at2759	Initiation factor 2B-related
866359at2759	Missing
869548at2759	Missing
878143at2759	Complete	Scaffold0046	1162413	1146093	-	394.2	300	https://v10-1.orthodb.org/?query=878143at2759	CAAX prenyl protease 1
887370at2759	Missing
891751at2759	Duplicated	Scaffold0160	22820	30821	+	286.3	230	https://v10-1.orthodb.org/?query=891751at2759	CCAAT-binding factor
891751at2759	Duplicated	Scaffold0799	138784	170798	+	275.9	230	https://v10-1.orthodb.org/?query=891751at2759	CCAAT-binding factor
898782at2759	Missing
901894at2759	Complete	Scaffold0009	2129179	2125845	-	332.2	328	https://v10-1.orthodb.org/?query=901894at2759	Mannosyltransferase
905026at2759	Complete	Scaffold0072	1311706	1268738	-	402.0	399	https://v10-1.orthodb.org/?query=905026at2759	Tetratricopeptide repeat
911863at2759	Complete	Scaffold0142	422067	407245	-	238.5	204	https://v10-1.orthodb.org/?query=911863at2759	Protein phosphatase methylesterase 1
917326at2759	Duplicated	Scaffold1285	48329	64425	+	439.9	401	https://v10-1.orthodb.org/?query=917326at2759	Sec1-like protein
917326at2759	Duplicated	Scaffold0048	895570	880767	-	422.0	364	https://v10-1.orthodb.org/?query=917326at2759	Sec1-like protein
918816at2759	Complete	Scaffold0072	238862	222200	-	188.9	216	https://v10-1.orthodb.org/?query=918816at2759	DNA methyltransferase 1-associated 1
919955at2759	Duplicated	Scaffold0001	5302859	5291534	-	293.0	262	https://v10-1.orthodb.org/?query=919955at2759	26S Proteasome non-ATPase regulatory subunit 13
919955at2759	Duplicated	Scaffold0672	194985	207002	+	293.0	262	https://v10-1.orthodb.org/?query=919955at2759	26S Proteasome non-ATPase regulatory subunit 13
923657at2759	Complete	Scaffold0128	613819	626956	+	152.3	165	https://v10-1.orthodb.org/?query=923657at2759	Surfeit locus 1/Shy1
924753at2759	Duplicated	Scaffold0169	690481	682278	-	219.1	218	https://v10-1.orthodb.org/?query=924753at2759	tRNA guanosine-2'-O-methyltransferase, TRM11
924753at2759	Duplicated	Scaffold1101	50620	58823	+	219.1	218	https://v10-1.orthodb.org/?query=924753at2759	tRNA guanosine-2'-O-methyltransferase, TRM11
924753at2759	Duplicated	Scaffold0435	99843	109960	+	216.6	218	https://v10-1.orthodb.org/?query=924753at2759	tRNA guanosine-2'-O-methyltransferase, TRM11
931188at2759	Complete	Scaffold0004	3104209	3058593	-	487.6	345	https://v10-1.orthodb.org/?query=931188at2759	Zinc finger, RING/FYVE/PHD-type
937275at2759	Complete	Scaffold0383	494611	498191	+	67.1	86	https://v10-1.orthodb.org/?query=937275at2759	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit
937686at2759	Missing
939345at2759	Duplicated	Scaffold0616	196843	185882	-	123.6	108	https://v10-1.orthodb.org/?query=939345at2759	Repressor of RNA polymerase III transcription MAF1
939345at2759	Duplicated	Scaffold0070	668118	660676	-	122.8	98	https://v10-1.orthodb.org/?query=939345at2759	Repressor of RNA polymerase III transcription MAF1
944899at2759	Duplicated	Scaffold1093	9903	20854	+	386.9	231	https://v10-1.orthodb.org/?query=944899at2759	KRR1 small subunit processome component
944899at2759	Duplicated	Scaffold0086	13027	43999	+	386.6	231	https://v10-1.orthodb.org/?query=944899at2759	KRR1 small subunit processome component
946128at2759	Missing
956854at2759	Complete	Scaffold0009	1345520	1344638	-	192.4	171	https://v10-1.orthodb.org/?query=956854at2759	Tetratricopeptide repeat
973442at2759	Fragmented	Scaffold1614	1149	3236	+	67.7	57	https://v10-1.orthodb.org/?query=973442at2759	Elongator complex protein 4
974865at2759	Complete	Scaffold0133	736452	726980	-	266.8	227	https://v10-1.orthodb.org/?query=974865at2759	Brix domain
975158at2759	Complete	Scaffold0063	488060	470136	-	257.2	273	https://v10-1.orthodb.org/?query=975158at2759	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48kDa subunit
975557at2759	Complete	Scaffold0373	28579	47615	+	575.3	460	https://v10-1.orthodb.org/?query=975557at2759	cell division cycle 5-like protein
976469at2759	Complete	Scaffold0003	1316070	1322128	+	219.0	231	https://v10-1.orthodb.org/?query=976469at2759	Eukaryotic translation initiation factor 3 subunit H
981902at2759	Duplicated	Scaffold0206	184661	196068	+	218.6	214	https://v10-1.orthodb.org/?query=981902at2759	Winged helix-like DNA-binding domain superfamily
981902at2759	Duplicated	Scaffold0415	98410	85153	-	218.0	214	https://v10-1.orthodb.org/?query=981902at2759	Winged helix-like DNA-binding domain superfamily
996662at2759	Complete	Scaffold0044	553849	561786	+	242.8	213	https://v10-1.orthodb.org/?query=996662at2759	Exoribonuclease, phosphorolytic domain 1
1001705at2759	Complete	Scaffold0008	152133	138630	-	261.9	261	https://v10-1.orthodb.org/?query=1001705at2759	WD40 repeat
1003258at2759	Complete	Scaffold0118	1063206	1070178	+	307.1	284	https://v10-1.orthodb.org/?query=1003258at2759	GPI mannosyltransferase 1
1010730at2759	Complete	Scaffold0652	150896	116837	-	430.2	263	https://v10-1.orthodb.org/?query=1010730at2759	Winged helix-like DNA-binding domain superfamily
1014314at2759	Complete	Scaffold0466	356016	328001	-	269.9	214	https://v10-1.orthodb.org/?query=1014314at2759	WD40-repeat-containing domain
1018517at2759	Complete	Scaffold0353	433909	443563	+	311.4	207	https://v10-1.orthodb.org/?query=1018517at2759	Tetrapyrrole methylase
1019762at2759	Complete	Scaffold0567	205503	139511	-	345.2	375	https://v10-1.orthodb.org/?query=1019762at2759	Signal recognition particle subunit SRP68
1025450at2759	Complete	Scaffold0222	383852	377348	-	311.5	300	https://v10-1.orthodb.org/?query=1025450at2759	WD40 repeat
1030907at2759	Complete	Scaffold0172	397280	425372	+	326.2	269	https://v10-1.orthodb.org/?query=1030907at2759	Golgi to ER traffic protein 4
1032689at2759	Complete	Scaffold0156	497260	487924	-	201.2	155	https://v10-1.orthodb.org/?query=1032689at2759	tRNA (1-methyladenosine) methyltransferase catalytic subunit Gcd14
1038775at2759	Complete	Scaffold0449	320537	342642	+	184.2	202	https://v10-1.orthodb.org/?query=1038775at2759	Eukaryotic translation initiation factor 3 subunit F
1041560at2759	Complete	Scaffold0051	362417	374079	+	222.5	257	https://v10-1.orthodb.org/?query=1041560at2759	Mitochondrial import inner membrane translocase subunit TIM44
1049599at2759	Complete	Scaffold0120	602711	591024	-	363.2	296	https://v10-1.orthodb.org/?query=1049599at2759	WD40-repeat-containing domain
1051021at2759	Complete	Scaffold0127	783637	775217	-	375.1	321	https://v10-1.orthodb.org/?query=1051021at2759	ALG11 mannosyltransferase
1053181at2759	Duplicated	Scaffold0833	31405	19668	-	101.6	172	https://v10-1.orthodb.org/?query=1053181at2759	Checkpoint protein Hus1/Mec3
1053181at2759	Duplicated	Scaffold0103	1192795	1200257	+	99.6	154	https://v10-1.orthodb.org/?query=1053181at2759	Checkpoint protein Hus1/Mec3
1057950at2759	Complete	Scaffold0163	387	6295	+	284.5	227	https://v10-1.orthodb.org/?query=1057950at2759	MEMO1 family
1065019at2759	Complete	Scaffold0176	143189	165063	+	326.6	251	https://v10-1.orthodb.org/?query=1065019at2759	Diphosphomevalonate decarboxylase
1076134at2759	Complete	Scaffold0037	254391	263912	+	271.8	185	https://v10-1.orthodb.org/?query=1076134at2759	F-actin-capping protein subunit alpha/beta
1079130at2759	Complete	Scaffold0093	423009	411515	-	345.5	238	https://v10-1.orthodb.org/?query=1079130at2759	Glycosyl transferase, family 4
1079827at2759	Missing
1085752at2759	Complete	Scaffold0138	317937	311564	-	252.0	222	https://v10-1.orthodb.org/?query=1085752at2759	Atg6/Beclin
1087488at2759	Complete	Scaffold0323	394666	407840	+	265.3	285	https://v10-1.orthodb.org/?query=1087488at2759	CTLH, C-terminal LisH motif
1090038at2759	Complete	Scaffold0443	261878	267323	+	160.5	137	https://v10-1.orthodb.org/?query=1090038at2759	Lipoyltransferase/lipoate-protein ligase
1094121at2759	Complete	Scaffold0102	1027121	1032486	+	137.5	130	https://v10-1.orthodb.org/?query=1094121at2759	ESCRT-II complex, Vps25 subunit
1096688at2759	Complete	Scaffold0011	1239609	1235662	-	357.3	212	https://v10-1.orthodb.org/?query=1096688at2759	GPN-loop GTPase
1106766at2759	Duplicated	Scaffold0362	126628	89949	-	189.0	202	https://v10-1.orthodb.org/?query=1106766at2759	Nuclear pore localisation protein NPL4, C-terminal
1106766at2759	Duplicated	Scaffold0666	123086	76069	-	187.9	199	https://v10-1.orthodb.org/?query=1106766at2759	Nuclear pore localisation protein NPL4, C-terminal
1107630at2759	Complete	Scaffold0266	102770	83919	-	282.9	207	https://v10-1.orthodb.org/?query=1107630at2759	Dolichyl-phosphate beta-glucosyltransferase
1108845at2759	Complete	Scaffold0048	1518603	1517274	-	519.1	327	https://v10-1.orthodb.org/?query=1108845at2759	COP9 signalosome complex subunit 2
1111142at2759	Complete	Scaffold0065	495039	488870	-	280.3	285	https://v10-1.orthodb.org/?query=1111142at2759	Transcription factor IIIC subunit 5, HTH domain
1112002at2759	Missing
1115196at2759	Fragmented	Scaffold0139	293184	294100	+	83.1	153	https://v10-1.orthodb.org/?query=1115196at2759	Ferrodoxin-fold anticodon-binding domain
1128607at2759	Complete	Scaffold0376	82143	71943	-	361.0	251	https://v10-1.orthodb.org/?query=1128607at2759	Electron transfer flavoprotein, alpha subunit, C-terminal
1129824at2759	Complete	Scaffold0058	738454	743345	+	133.7	138	https://v10-1.orthodb.org/?query=1129824at2759	Co-chaperone Hsc20
1138059at2759	Complete	Scaffold0003	3535995	3507996	-	317.0	207	https://v10-1.orthodb.org/?query=1138059at2759	Methyltransferase type 11
1157302at2759	Complete	Scaffold0205	365885	355046	-	372.7	203	https://v10-1.orthodb.org/?query=1157302at2759	Eukaryotic translation initiation factor 6
1161199at2759	Complete	Scaffold0137	247558	232420	-	110.3	157	https://v10-1.orthodb.org/?query=1161199at2759	Coatomer subunit epsilon
1173229at2759	Complete	Scaffold0279	192542	202903	+	177.5	200	https://v10-1.orthodb.org/?query=1173229at2759	WD40 repeat
1178688at2759	Complete	Scaffold0145	766119	757942	-	118.8	138	https://v10-1.orthodb.org/?query=1178688at2759	ATPase, OSCP/delta subunit
1182451at2759	Complete	Scaffold0886	6941	12005	+	171.4	152	https://v10-1.orthodb.org/?query=1182451at2759	SNARE
1193442at2759	Complete	Scaffold0015	353015	368399	+	352.1	260	https://v10-1.orthodb.org/?query=1193442at2759	Bystin
1194691at2759	Complete	Scaffold0397	360279	418192	+	474.7	275	https://v10-1.orthodb.org/?query=1194691at2759	26S Proteasome non-ATPase regulatory subunit 6
1194797at2759	Complete	Scaffold0036	380197	416056	+	496.9	441	https://v10-1.orthodb.org/?query=1194797at2759	Eukaryotic translation initiation factor 3 subunit B
1197019at2759	Complete	Scaffold0138	882311	887272	+	172.5	147	https://v10-1.orthodb.org/?query=1197019at2759	HORMA domain
1200489at2759	Complete	Scaffold0034	146698	149595	+	127.3	109	https://v10-1.orthodb.org/?query=1200489at2759	Exosome complex component CSL4, C-terminal
1217666at2759	Complete	Scaffold0018	1076513	1083283	+	258.2	177	https://v10-1.orthodb.org/?query=1217666at2759	Ribosome maturation protein SBDS, N-terminal
1220881at2759	Complete	Scaffold0230	490080	496567	+	141.3	146	https://v10-1.orthodb.org/?query=1220881at2759	TFIIH subunit Tfb4/GTF2H3
1222562at2759	Complete	Scaffold0036	1130449	1135888	+	166.9	115	https://v10-1.orthodb.org/?query=1222562at2759	Ribosome biogenesis protein
1223488at2759	Complete	Scaffold0174	646536	650842	+	77.1	109	https://v10-1.orthodb.org/?query=1223488at2759	OPI10 family
1228942at2759	Complete	Scaffold0214	327991	342835	+	213.9	163	https://v10-1.orthodb.org/?query=1228942at2759	Proteasome subunit beta
1233814at2759	Complete	Scaffold0120	1076400	1053488	-	238.8	154	https://v10-1.orthodb.org/?query=1233814at2759	Vacuolar protein sorting-associated protein 29
1236198at2759	Complete	Scaffold0172	727805	730635	+	205.5	125	https://v10-1.orthodb.org/?query=1236198at2759	G10 protein
1247641at2759	Duplicated	Scaffold0353	75748	49907	-	153.9	162	https://v10-1.orthodb.org/?query=1247641at2759	N-acetylglucosaminyl transferase component
1247641at2759	Duplicated	Scaffold0978	98156	60477	-	155.7	161	https://v10-1.orthodb.org/?query=1247641at2759	N-acetylglucosaminyl transferase component
1248958at2759	Complete	Scaffold0003	1856354	1818500	-	676.3	622	https://v10-1.orthodb.org/?query=1248958at2759	Exportin-2, central domain
1249159at2759	Complete	Scaffold0084	429662	433137	+	142.9	151	https://v10-1.orthodb.org/?query=1249159at2759	GINS complex, subunit Psf1
1251252at2759	Duplicated	Scaffold0334	554122	518544	-	89.8	82	https://v10-1.orthodb.org/?query=1251252at2759	Mediator complex, subunit Med6
1251252at2759	Duplicated	Scaffold1121	38851	41406	+	90.3	81	https://v10-1.orthodb.org/?query=1251252at2759	Mediator complex, subunit Med6
1257440at2759	Duplicated	Scaffold0206	206720	196690	-	166.5	128	https://v10-1.orthodb.org/?query=1257440at2759	PUA domain
1257440at2759	Duplicated	Scaffold0415	77362	84531	+	166.3	128	https://v10-1.orthodb.org/?query=1257440at2759	PUA domain
1258856at2759	Duplicated	Scaffold0974	11769	131552	+	576.1	608	https://v10-1.orthodb.org/?query=1258856at2759	Vps16, C-terminal
1258856at2759	Duplicated	Scaffold0441	148333	191206	+	606.1	603	https://v10-1.orthodb.org/?query=1258856at2759	Vps16, C-terminal
1259741at2759	Complete	Scaffold0659	44355	37434	-	405.3	236	https://v10-1.orthodb.org/?query=1259741at2759	GPI-anchor transamidase
1260807at2759	Complete	Scaffold0524	36876	33165	-	271.6	221	https://v10-1.orthodb.org/?query=1260807at2759	Protohaem IX farnesyltransferase
1264469at2759	Complete	Scaffold0130	878384	855738	-	171.7	151	https://v10-1.orthodb.org/?query=1264469at2759	Ubiquinone biosynthesis protein Coq4
1266231at2759	Complete	Scaffold0130	579037	587771	+	298.9	188	https://v10-1.orthodb.org/?query=1266231at2759	Ribosomal biogenesis, methyltransferase, EMG1/NEP1
1269244at2759	Complete	Scaffold0158	937101	924629	-	89.4	118	https://v10-1.orthodb.org/?query=1269244at2759	RWD domain
1269649at2759	Complete	Scaffold0163	172911	139906	-	285.7	166	https://v10-1.orthodb.org/?query=1269649at2759	K Homology domain
1275837at2759	Complete	Scaffold0357	457126	451418	-	397.9	243	https://v10-1.orthodb.org/?query=1275837at2759	26S Proteasome non-ATPase regulatory subunit 7/8
1284731at2759	Complete	Scaffold0467	386774	357480	-	106.6	133	https://v10-1.orthodb.org/?query=1284731at2759	K Homology domain, type 1
1287094at2759	Complete	Scaffold0027	473854	468091	-	168.0	126	https://v10-1.orthodb.org/?query=1287094at2759	Snf7 family
1287401at2759	Complete	Scaffold0027	752889	794281	+	265.4	163	https://v10-1.orthodb.org/?query=1287401at2759	Cytochrome c oxidase assembly protein CtaG/Cox11
1291729at2759	Duplicated	Scaffold0176	119398	121418	+	85.9	113	https://v10-1.orthodb.org/?query=1291729at2759	GINS complex, subunit Psf3
1291729at2759	Duplicated	Scaffold0337	567306	569330	+	85.9	113	https://v10-1.orthodb.org/?query=1291729at2759	GINS complex, subunit Psf3
